,Traceroute,TTL,Latency,Delay
38,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[5.577, 17.08, 26.518, 26.729, 36.5]"
39,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.643, 16.942, 26.597, 26.687, 36.29]"
40,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[0.717, 17.192, 26.675, 26.891, 36.29]"
41,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.659, 17.337, 26.416, 26.68, 36.25]"
42,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[0.715, 29.66, 26.79, 26.825, 36.15]"
43,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.5,"[1.962, 35.524, 26.517, 26.82, 36.15]"
44,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.562, 17.066, 26.498, 26.831, 36.18]"
45,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.538, 17.008, 26.427, 26.728, 36.15]"
46,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.5,"[0.681, 19.154, 26.448, 26.625, 36.09]"
47,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.6,"[0.725, 17.084, 26.384, 26.797, 36.19]"
48,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[6.49, 21.904, 26.397, 28.182, 36.13]"
49,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[4.37, 17.374, 26.757, 26.806, 36.4]"
50,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[14.551, 17.175, 26.652, 27.158, 36.32]"
51,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.587, 17.129, 26.624, 26.949, 36.12]"
52,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.82, 17.204, 26.681, 26.821, 36.11]"
53,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.63, 17.124, 26.434, 26.737, 35.99]"
54,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[14.924, 17.548, 26.553, 26.711, 36.27]"
55,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.709, 17.248, 26.482, 26.733, 36.03]"
56,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[2.489, 17.06, 26.548, 26.744, 36.22]"
57,"[[10, 88, 3, 230], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.705, 20.782, 26.646, 26.689, 36.13]"
58,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[1.606, 17.023, 26.417, 26.817, 36.18]"
59,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.643, 22.194, 26.53, 26.858, 36.46]"
60,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[6.625, 18.183, 26.809, 27.44, 36.32]"
61,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[0.766, 17.189, 26.664, 26.917, 36.14]"
62,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.712, 17.009, 26.584, 26.621, 35.98]"
63,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.735, 17.207, 26.466, 27.636, 35.88]"
64,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.618, 17.669, 26.478, 27.161, 36.48]"
65,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.5,"[0.711, 26.132, 26.588, 26.729, 36.31]"
66,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.583, 17.026, 26.539, 29.166, 36.29]"
67,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.623, 17.23, 26.627, 26.904, 36.19]"
68,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.907, 17.043, 26.458, 26.789, 35.92]"
69,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.709, 17.879, 26.489, 26.733, 35.87]"
70,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.662, 17.345, 26.438, 26.591, 36.27]"
71,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.788, 16.919, 26.391, 26.712, 36.6]"
72,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.531, 22.782, 26.403, 26.49, 36.24]"
73,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.875, 27.379, 26.362, 26.583, 36.18]"
74,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[12.708, 23.741, 26.824, 27.15, 36.75]"
75,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.812, 17.429, 26.543, 26.807, 36.32]"
76,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.516, 18.9, 26.73, 27.51, 36.28]"
77,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[4.656, 17.061, 26.55, 26.803, 36.15]"
78,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.666, 17.063, 26.486, 28.035, 36.35]"
79,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[2.627, 17.158, 26.349, 26.903, 36.58]"
80,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[1.124, 38.734, 26.697, 26.945, 36.52]"
81,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[1.341, 17.038, 30.941, 30.938, 36.24]"
82,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.982, 17.151, 26.719, 31.565, 36.3]"
83,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.6,"[1.291, 17.004, 26.673, 26.772, 36.08]"
84,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[10.562, 24.539, 26.448, 27.248, 36.21]"
85,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.4,"[2.072, 17.021, 26.418, 41.102, 36.09]"
86,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.6,"[0.689, 24.939, 26.484, 26.703, 36.15]"
87,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.689, 17.237, 26.541, 26.908, 36.06]"
88,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.642, 16.991, 26.408, 26.708, 36.28]"
89,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.516, 17.085, 26.585, 27.318, 36.21]"
90,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[4.853, 26.189, 26.463, 26.816, 36.68]"
91,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.609, 17.139, 45.778, 26.822, 36.22]"
92,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.584, 17.237, 26.461, 27.295, 36.12]"
93,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.8,"[0.652, 19.544, 26.654, 26.86, 36.68]"
94,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[2.221, 21.784, 26.576, 26.619, 35.01]"
95,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[2.64, 17.304, 26.427, 26.772, 36.13]"
96,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[3.249, 23.762, 26.442, 32.566, 36.5]"
97,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.5,"[0.574, 17.175, 26.539, 26.84, 36.26]"
98,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.694, 30.097, 26.46, 27.017, 36.32]"
99,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[19.958, 17.221, 26.433, 26.756, 36.21]"
100,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.718, 18.784, 26.329, 26.743, 36.39]"
101,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[3.638, 27.817, 26.369, 27.709, 36.31]"
102,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[0.645, 17.246, 26.715, 26.62, 36.26]"
103,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.648, 17.276, 26.456, 26.813, 35.77]"
104,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.664, 18.268, 26.5, 26.899, 36.48]"
105,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.802, 17.099, 26.69, 26.496, 36.04]"
106,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.754, 16.993, 26.525, 26.872, 36.22]"
107,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[1.253, 26.783, 26.422, 26.776, 36.51]"
108,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.749, 16.92, 26.353, 27.237, 36.08]"
109,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.434, 21.603, 26.623, 26.875, 36.01]"
110,"[[10, 88, 3, 230], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.5,"[0.486, 17.481, 26.489, 26.693, 36.43]"
111,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.722, 17.186, 26.435, 27.16, 36.15]"
112,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.522, 16.951, 26.444, 31.429, 36.02]"
113,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,37.4,"[7.789, 17.146, 26.623, 26.992, 35.91]"
114,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[0.552, 16.99, 26.425, 26.879, 35.82]"
115,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.693, 25.393, 26.589, 26.824, 36.25]"
116,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.587, 17.0, 26.499, 27.118, 36.29]"
117,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.62, 19.843, 26.459, 26.641, 36.34]"
118,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[0.865, 17.097, 26.663, 30.153, 35.7]"
119,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.515, 25.515, 26.619, 26.786, 36.29]"
120,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.7,"[2.462, 37.207, 26.473, 26.791, 36.2]"
121,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.874, 17.032, 26.425, 27.491, 37.42]"
122,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[0.819, 17.145, 26.53, 26.785, 36.22]"
123,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.703, 17.134, 26.56, 26.957, 36.03]"
124,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,37.1,"[23.951, 17.145, 26.604, 27.41, 37.16]"
125,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.8,"[7.902, 21.578, 26.344, 28.885, 36.14]"
126,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[0.847, 28.857, 26.492, 26.848, 36.15]"
127,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.578, 21.249, 26.367, 26.842, 36.19]"
128,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.61, 17.915, 26.4, 26.676, 36.34]"
129,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[0.668, 17.274, 26.407, 26.642, 36.25]"
130,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,35.9,"[0.843, 17.294, 26.437, 28.846, 36.34]"
131,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.1,"[2.407, 19.873, 26.661, 26.738, 35.7]"
132,"[[10, 88, 3, 230], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.4,"[0.682, 17.066, 26.523, 26.706, 36.29]"
133,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.2,"[6.487, 44.248, 29.091, 26.755, 36.35]"
134,"[[4, 71, 117, 217], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.0,"[0.798, 16.883, 26.44, 26.611, 36.45]"
135,"[[4, 7, 18, 9], [4, 69, 219, 206], [4, 68, 63, 134], [184, 99, 65, 114], [75, 174, 31, 10]]",58.0,36.3,"[8.321, 19.403, 26.387, 26.816, 36.23]"
